character,dialogue,season,episode 
Micah," You've heard it? Then we have to hurry. This place is a mass of ancient tech, mostly degraded but some of it still works. And something at the center of that island never stopped signaling. The signal dulls your resolve, exposes your vulnerabilities, it pulls you in. Everything that stays on Beast Island becomes a part of it eventually.",4,11
Bow, Why can't Adora and I hear it?,4,11
Micah," Stay here long enough, and you will. I've heard it every day, for months, years. I have no sense of time here. But I fight it! Nothing ill stop me from getting off this island and reuniting with my family. But enough about me. Tell me news of the Rebellion and Bright Moon. And my baby girl. You know her?",4,11
Adora," Glimmer? Sure. She's... Well, she's—",4,11
Bow, She's our best friend. We're the Best Friend Squad.,4,11
Micah, Sounds like my baby girl. Hm. Always in a hurry to grow up and be friends with the older kids. What about Angella? Have you seen her?,4,11
Adora," Your Majesty, I—",4,11
Bow, What is that?,4,11
Micah," We should keep moving. I'll help you find your friend, and then, can you help me escape this place?",4,11
Bow, Of course. We'll all get out of here together.,4,11
Micah, Then why are we waiting? Follow me!,4,11
Micah," So you're telling me that horses are now allowed in the War Room, and they all get chairs?",4,11
Swift Wind," Big, important chairs, yep! And also, unlimited sugar cubes.",4,11
Micah," Eh, sounds good to me. ",4,11
Adora," I can't believe Glimmer's dad has been alive this whole time. And he's so cool. A Little weird, but I guess that's to be expected after all this time alone.",4,11
Bow," Glimmer will be so happy to see her dad again. She'll have to forgive us for going against her orders, escaping Bright Moon, and taking Mara's ship. Not that we technically did anything wrong, or need to be forgiven. I mean, Glimmer kept us in the dark. The truth is she hasn't been a good friend. But have we been? Can you even have a fight with a best friend and still be best friends? And don't get me started on Shadow Weaver.  Are you okay?",4,11
Adora,"  Yeah, it's just— Why can't I be She-Ra here? What if something on this island infected the sword, or what if Glimmer is right an-an-and all I do is ruin everything? I... I just feel useless.",4,11
Bow," Hey, you aren't useless. We'll figure this out. You're still a hero, I'm still a tech master, Swift Wind's still—",4,11
Swift Wind, Woo-hoo!  That's not food!,4,11
Bow, He's still a horse. But now we've got Cool Sorcerer Dad helping us.,4,11
Adora, You're right.,4,11
Glimmer," Are you gonna send more spiders for me to destroy, or are you gonna talk to me? The First Ones stole the magic of Etheria, the magic of my people. Please, talk to me! That magic is how I stop this war. It's how I save everyone. That magic, the magic at the Heart of Etheria... I want to use it.",4,11
Light Hope,"  Temporary administrator access granted to Queen Glimmer of Bright Moon. Queen Glimmer, proceed.",4,11
Shadow Weaver, Please keep your bot out of my flower beds.,4,12
Scorpia," Oh! Oh, sorry about that.",4,12
Scorpia," Emily! Emily, come here!",4,12
Scorpia, No! Not in the skull plant things!,4,12
Scorpia," So uh, they let you have your own garden here? Aren't you a prisoner? Am I prisoner? Everyone's been so nice. How come we're not, you know, in a prison? Is this garden a prison?",4,12
Shadow Weaver," It wasn't, until today.",4,12
Scorpia," Oh! Heh, heh! Right, right, sorry!",4,12
Scorpia, I-I'm not even here! Just a garden away..,4,12
Scorpia," Emily! What did I just say? I said, stay out of the skull plants!",4,12
Scorpia," Bad bot! Bad! I said, drop it!",4,12
Glimmer, Scorpia!,4,12
Shadow Weaver," Your majesty, you're back. Did you find what you were looking for?",4,12
Glimmer," Yes. Light Hope told me everything I need to know, and I have a plan.",4,12
Shadow Weaver," A plan? Excellent, we should discuss-",4,12
Glimmer," Scorpia, I need your help.",4,12
Scorpia, Me?,4,12
Glimmer, You're the only person who can save Etheria. We need you to reconnect to the Black Garnet.,4,12
Shadow Weaver," What? Your majesty, I don't understand. We should reconvene with the other princesses and-",4,12
Glimmer, The other princesses are gone. But it's fine!,4,12
Shadow Weaver, Gone?,4,12
Glimmer, I said it's fine. I have a plan-,4,12
Scorpia, Gone where?,4,12
Glimmer," Okay, would anyone else like to interrupt me?",4,12
Gaurd," I'm sorry your majesty, but Double Trouble has escaped.",4,12
Entrapta," Wow, I can't believe we're all here on Beast Island at the same time. What an incredible coincidence.",4,12
Bow, Uh... It's not a coincidence. We came to find you.,4,12
Entrapta,"Beast Island Log, tide cycle 37. I have confirmed that the outside world still exists. I founded princesses! Well, one princess, some sort of horse bird-hybrid, Bow, and...",4,12
Entrapta, I don't know you.,4,12
Micah, Yes you do. You stole my food.,4,12
Entrapta, Oh yeah! It was delicious!,4,12
Entrapta, Wasn't there another one of you?,4,12
Bow, Yes. Glimmer. You know her. And she's... not here.,4,12
Swift Wind, Can we talk about how I'm not a bird?,4,12
Adora," Entrapta, we have been looking all over on this island for you. Are you ok?",4,12
Entrapta," Of course I'm ok! Have you seen this place? An Island, full of technological monstrosities, each more deadly than the next? Its paradise!",4,12
Bow," Yeah, um, glad you're having fun, but we're kind of here to rescue you?",4,12
Entrapta, Rescue me? Did I not just rescue you?,4,12
Adora, Yeah.. that didn't go as planned.,4,12
Bow," We came to bring you back.We would've come sooner, but we had no idea you were here. We though you were still with Hordak.",4,12
Bow, Scorpia told us what happened. She and the other princesses are waiting for you at Bright Moon.,4,12
Adora," Entrapta, please. We need your help. We discovered what the First Ones and what they were doing to Etheria, a terrible secret that no one else knows.",4,12
Entrapta, You mean The Heart of Etheria? Why didn't you just say so?,4,12
Lonnie, Sorry. We didn't know you were in here. We'll just come back later.,4,12
Catra, Wait.,4,12
Catra, What's the report from the field?,4,12
Lonnie," We just got back from conquering another rebel town! The third one this week. So, you're welcome.",4,12
Kyle," And then Rogelio, he was all",4,12
Catra, Watch it!,4,12
Lonnie, Calm down Catra! It's not like Scorpia needs it anymore.,4,12
Catra, You don't get to talk to me like that. I'm your commander. Got it?,4,12
Lonnie, What is wrong with you? We're winning! Even you should be happy.,4,12
Catra, Happy?,4,12
Catra," I'll be happy, when the Rebellion and She-Ra are gone for good! But that's never going to happen, with the three of you, goofing off all the time.",4,12
Catra, You are pathetic!,4,12
Kyle, Stay away from her!,4,12
Kyle, We used to be your friends. Why are you treating us like this?,4,12
Catra, Get out!,4,12
Double Trouble, Ouch! It's worse than I thought. You're a mess.,4,12
Catra," Double Trouble? Y-You came back? I mean, where were you? I thought um-",4,12
Double Trouble, You thought I left you?,4,12
Double Trouble," Apologies for the delay, Kitten. I got held up in Bright Moon. But don't worry, I brought something that might cheer you up.",4,12
Catra, Better be something good after all that.,4,12
Double Trouble," The time to strike the final blow to the Rebellion is upon us. The princesses aren't getting along, and most deliciously, She-Ra is gone.",4,12
Double Trouble, So..,4,12
Catra, Bright Moon is unprotected.,4,12
Double Trouble, Told you it would cheer you up.,4,12
Shadow Weaver, We must find Double Trouble at once. They know too much! We can't let them return to the Fright Zone!,4,12
Glimmer, Forget Double Trouble. They don't matter anymore. The only person we need is right here.,4,12
Shadow Weaver, Scorpia is not a true princess. She has never shown any connection to her Runestone.,4,12
Glimmer," But she will, as soon as we get her to the Black Garnet.",4,12
Shadow Weaver," Get her to the Black Garnet? Your majesty, you're not thinking this through. You cannot go to the Fright Zone now! You are without allies, without your prisoner, and without a plan!",4,12
Glimmer, I have a plan!,4,12
Shadow Weaver," My queen, listen to me. Think. Have I not only tried to help you?",4,12
Shadow Weaver, You are letting your emotions get the better of you. This plan is too risky. What would your mother say if she were here?,4,12
Glimmer," You don't get to talk to me about my mother. Besides. You, were the one who told me to decide what kind of queen I am. And I've decided. I'm the queen who's going to save Etheria.",4,12
Shadow Weaver, My queen.,4,12
Hordak, What is the meaning of this?,4,12
Catra," Oh sorry, I though you wanted to defeat the Rebellion. Because this is what that looks like.",4,12
Hordak, We are already spread thin from occupying so much territory.,4,12
Catra," We're occupying plenty. But not Bright Moon. Not yet. Double Trouble reported in. The princesses are in chaos, She-Ra is gone, and without their precious hero to protect the castle, well..",4,12
Hordak, we can strike the final blow to the Rebellion. When Bright Moon falls we will control all of Ehteria.,4,12
Catra, Big brothers going to be so impressed.,4,12
Hordak," Yes. This will show him what I am capable of. What we are capable of. Good work, Catra.",4,12
Hordak, Victory is ours.,4,12
Swift Wind," I don't like it here. The signal, it's getting louder again. I think we should go.",4,12
Micah, The talking horse is right. We should stay away. No one ever comes back from this part of the island.,4,12
Entrapta," Don't worry about the signal, it's better inside.",4,12
Bow, Inside where?,4,12
Bow, Wha-,4,12
Entrapta, Somewhere...,4,12
Entrapta, Aha! Ta da!,4,12
Entrapta, Come on! You're going to love it.,4,12
Swift Wind," Wow, this place is terrible. I hate it.",4,12
Adora, It's a First Ones Temple.,4,12
Entrapta," Isn't it amazing? The First Ones tried to their secrets by dumping them on Beast Island! The answers I've been looking for, they're all here!",4,12
Entrapta," My theories were correct. I knew the First Ones had retrofitted the planet with tech, I just didn't know why. But it all makes sense now! They were mining the planet's magic, using it to power their weapon, The Heart of Ehteria!",4,12
Entrapta," But of course you know all about The Heart of Etheria already, seeing as you're apart of it.",4,12
Adora," Wait, wait. Hang on. What?",4,12
Entrapta," All the princesses are. Hang on, I'll show you.",4,12
Entrapta," The Heart draws its power from the magic of the princesses. It needs all their Runestones engaged to work. And She-Ra is the most important piece, the key! She channels the weapon's power and focuses it.",4,12
Entrapta, She-Ra is the only being strong enough to withstand the destructive energy of The Heart.,4,12
Entrapta," So the First Ones made the sword to control her, to use her.",4,12
Entrapta," When The Heart is deployed, She-Ra will raise her sword and fire it!",4,12
Adora," She-Ra is the key.. That means I can stop it, right? If She-Ra fires the weapon, then I just won't do it.",4,12
Adora," Please, Entrapta, tell me I can stop it!",4,12
Entrapta," Once the planet is balanced, no one can stop it. Not even the First Ones could control it. That's why they left. When the weapon is activated it will channel all its power into you. You don't get to refuse.",4,12
Bow, But Etheria isn't balanced yet. Look! There's still one Runestone offline. We might still have a chance. Wait.,4,12
Bow, The Black Garnet. Scorpia.,4,12
Adora, Scorpia's with the Rebellion. You don't think Glimmer would-?,4,12
Bow, There's no way she would know Scorpia's the final piece. Right?,4,12
Adora, We have to get back to Bright Moon.,4,12
Glimmer, Scorpia! We need to go to the Black Garnet chamber now. My plan is going to work!,4,12
Glimmer, What's wrong? I thought you would want to be a princess?,4,12
Scorpia," Ok. I have been considering, I really appreciate the offer, but, I only came here to help Entratpa. I left the Horde, but I'm not gonna betray them. Or Catra.",4,12
